IS_10	MISS_10	IS_20	MISS_20	IS_30	MISS_30	IS_40	MISS_40	IS_50	MISS_50	IS_60	MISS_60	IS_70	MISS_70	IS_80	MISS_80	IS_90	MISS_90	IS_100	MISS_100
 34	  1	 39	  6	 47	 11	 55	 16	 58	 24	 65	 29	 71	 34	 75	 41	 79	 48	 83	 54
 29	  1	 41	  2	 48	  8	 55	 13	 63	 17	 64	 26	 69	 32	 72	 40	 74	 48	 77	 56
 25	  1	 34	  4	 39	  9	 45	 14	 48	 21	 53	 27	 54	 36	 58	 43	 63	 49	 68	 56
 32	  1	 43	  4	 56	  7	 64	 12	 71	 15	 77	 21	 84	 26	 88	 33	 91	 41	 95	 47
 28	  1	 43	  3	 50	  7	 53	 14	 59	 19	 64	 25	 69	 30	 72	 38	 78	 43	 81	 50
 24	  1	 30	  7	 36	 12	 42	 17	 52	 21	 56	 27	 61	 34	 67	 40	 69	 48	 71	 56
 24	  1	 37	  3	 47	  7	 56	 10	 64	 14	 68	 22	 71	 29	 73	 37	 77	 43	 78	 52
 23	  1	 37	  5	 46	  8	 52	 12	 56	 19	 57	 28	 63	 34	 66	 41	 69	 49	 74	 55
 22	  1	 34	  3	 43	  6	 48	 11	 53	 18	 57	 24	 59	 32	 62	 40	 67	 45	 72	 51
 37	  1	 47	  4	 53	  9	 57	 15	 65	 21	 68	 29	 74	 33	 77	 40	 80	 47	 81	 56
 28	  2	 38	  6	 49	 10	 56	 15	 65	 21	 71	 27	 76	 33	 81	 40	 83	 48	 84	 57
 23	  1	 30	  6	 34	 12	 42	 16	 50	 21	 63	 23	 67	 29	 75	 34	 79	 41	 83	 47
 29	  1	 47	  2	 56	  6	 62	 11	 63	 20	 71	 23	 76	 30	 80	 37	 83	 44	 86	 51
 30	  3	 37	  7	 48	 10	 57	 14	 60	 21	 66	 26	 74	 31	 78	 37	 82	 44	 88	 50
 27	  0	 37	  5	 42	 11	 48	 18	 53	 23	 58	 30	 65	 34	 68	 42	 70	 50	 78	 55
 19	  2	 31	  6	 41	  9	 48	 14	 51	 21	 57	 25	 61	 31	 62	 40	 68	 45	 68	 55
 35	  0	 40	  5	 49	  9	 56	 12	 63	 17	 68	 23	 71	 30	 81	 32	 82	 41	 84	 49
 34	  1	 41	  6	 44	 14	 48	 21	 52	 27	 54	 35	 58	 41	 62	 48	 68	 52	 71	 59
 26	  1	 37	  5	 44	 10	 52	 15	 56	 22	 64	 27	 73	 32	 75	 40	 78	 48	 80	 56
 32	  0	 47	  1	 54	  5	 59	 11	 68	 14	 71	 21	 72	 30	 74	 39	 80	 44	 85	 49
 32	  0	 42	  3	 50	  7	 61	 10	 66	 17	 79	 21	 86	 25	 90	 32	 94	 38	 98	 44
 33	  0	 44	  4	 53	  8	 63	  9	 68	 15	 72	 21	 78	 27	 80	 35	 87	 40	 90	 47
 25	  1	 32	  6	 43	  8	 47	 16	 62	 19	 69	 23	 73	 30	 79	 35	 81	 43	 84	 50
 28	  0	 37	  2	 49	  6	 53	 12	 58	 18	 63	 24	 68	 29	 73	 36	 78	 43	 79	 52
 29	  1	 42	  4	 51	  9	 60	 13	 65	 19	 67	 27	 72	 33	 74	 41	 76	 49	 82	 53
 26	  2	 31	  9	 39	 11	 46	 15	 51	 21	 54	 28	 60	 32	 68	 38	 75	 43	 79	 50
 22	  3	 31	  7	 39	 11	 46	 16	 54	 20	 61	 25	 64	 32	 66	 40	 67	 49	 70	 56
 21	  1	 31	  6	 34	 13	 43	 16	 48	 22	 53	 28	 60	 33	 62	 41	 65	 49	 70	 55
 33	  1	 40	  6	 47	 11	 50	 18	 54	 25	 61	 30	 66	 37	 68	 45	 70	 53	 72	 61
 29	  0	 43	  2	 53	  6	 59	 12	 66	 16	 67	 25	 70	 32	 72	 40	 80	 45	 83	 52
 21	  3	 33	  6	 41	 12	 51	 15	 56	 21	 64	 27	 69	 32	 74	 38	 76	 46	 80	 52
 34	  0	 44	  3	 56	  7	 59	 15	 65	 20	 72	 24	 78	 29	 84	 35	 87	 43	 89	 51
 27	  1	 43	  1	 51	  7	 55	 13	 66	 16	 69	 23	 69	 33	 75	 38	 79	 45	 80	 54
 25	  0	 35	  4	 44	  9	 53	 13	 59	 17	 64	 23	 70	 28	 73	 35	 78	 40	 81	 48
 35	  0	 42	  7	 51	 11	 60	 14	 67	 18	 73	 24	 78	 31	 81	 38	 83	 46	 85	 54
 23	  2	 34	  5	 43	  9	 48	 15	 51	 22	 55	 28	 60	 33	 63	 40	 68	 47	 71	 54
 26	  1	 34	  6	 44	 10	 57	 13	 64	 18	 69	 23	 73	 30	 80	 35	 81	 44	 85	 50
 29	  2	 38	  6	 48	 10	 53	 16	 59	 20	 61	 29	 64	 36	 69	 44	 73	 52	 78	 58
 30	  0	 44	  2	 55	  3	 62	  7	 63	 16	 69	 21	 71	 29	 72	 38	 73	 47	 78	 52
 19	  1	 30	  3	 35	  8	 41	 15	 46	 21	 53	 25	 56	 33	 60	 39	 63	 47	 66	 54
 27	  2	 43	  5	 49	 12	 56	 17	 64	 20	 72	 24	 74	 32	 78	 39	 83	 44	 90	 48
 29	  3	 50	  4	 55	 11	 60	 19	 65	 25	 72	 32	 76	 38	 81	 44	 87	 49	 90	 57
 21	  2	 27	  7	 33	 12	 36	 19	 41	 25	 47	 30	 52	 35	 59	 40	 62	 47	 68	 51
 22	  1	 37	  3	 47	  6	 52	 11	 59	 17	 62	 24	 72	 27	 82	 30	 86	 37	 90	 43
 23	  1	 30	  6	 42	  9	 54	 13	 63	 17	 66	 24	 71	 30	 74	 37	 74	 47	 80	 52
 26	  1	 39	  3	 43	  9	 50	 14	 59	 17	 63	 23	 67	 29	 70	 37	 76	 41	 79	 49
 27	  0	 41	  4	 57	  5	 65	  9	 71	 14	 81	 16	 85	 23	 88	 30	 91	 38	 94	 45
 28	  1	 39	  5	 48	  9	 60	 12	 63	 19	 67	 26	 72	 32	 79	 36	 84	 42	 87	 49
 29	  0	 39	  3	 45	  8	 58	 10	 64	 14	 71	 18	 71	 28	 74	 36	 78	 43	 81	 50
 15	  3	 22	  7	 28	 13	 33	 19	 39	 25	 46	 29	 50	 35	 56	 40	 59	 47	 63	 54
 28	  0	 40	  4	 48	 10	 53	 16	 57	 23	 60	 30	 69	 36	 73	 42	 78	 48	 82	 55
 31	  2	 37	  7	 45	 12	 54	 17	 58	 23	 68	 25	 75	 29	 78	 36	 82	 43	 86	 49
 28	  1	 32	  7	 38	 12	 46	 16	 51	 22	 57	 28	 61	 34	 69	 38	 73	 45	 74	 54
 20	  3	 35	  6	 42	 11	 46	 17	 54	 22	 59	 28	 64	 34	 68	 41	 71	 48	 75	 54
 29	  0	 39	  5	 50	  9	 55	 15	 61	 20	 67	 26	 72	 31	 76	 38	 78	 47	 82	 55
 27	  0	 41	  3	 51	  5	 56	 11	 60	 18	 64	 24	 68	 31	 72	 38	 75	 45	 78	 52
 30	  0	 42	  5	 54	  8	 64	 11	 65	 20	 70	 26	 76	 31	 76	 41	 80	 47	 81	 56
 33	  2	 46	  3	 49	 10	 54	 15	 60	 19	 65	 26	 69	 33	 72	 40	 73	 49	 76	 56
 31	  1	 40	  3	 48	  6	 56	 11	 66	 15	 71	 22	 79	 26	 81	 34	 84	 41	 89	 47
 22	  3	 32	  6	 43	  9	 51	 14	 51	 24	 59	 29	 68	 34	 72	 41	 76	 47	 79	 54
 32	  0	 37	  8	 42	 14	 43	 23	 49	 27	 57	 30	 63	 34	 67	 40	 69	 49	 69	 59
 28	  0	 40	  4	 51	  7	 60	 10	 64	 17	 68	 24	 74	 29	 80	 35	 86	 40	 87	 49
 28	  1	 38	  5	 48	  9	 56	 12	 69	 13	 77	 17	 82	 23	 86	 29	 87	 38	 91	 44
 26	  1	 42	  3	 50	  7	 61	 10	 65	 17	 72	 22	 74	 30	 79	 36	 80	 45	 85	 51
 22	  1	 38	  4	 48	  6	 54	 11	 62	 15	 67	 21	 69	 29	 70	 38	 78	 43	 81	 50
 23	  0	 36	  2	 44	  5	 47	 12	 51	 18	 60	 23	 66	 27	 72	 33	 77	 39	 82	 44
 29	  2	 35	  6	 41	 11	 43	 19	 48	 25	 53	 31	 57	 37	 60	 44	 63	 52	 71	 55
 22	  1	 32	  4	 45	  5	 52	  9	 57	 15	 60	 22	 62	 30	 67	 35	 70	 42	 74	 49
 18	  0	 27	  3	 34	 10	 39	 16	 47	 20	 51	 27	 55	 33	 59	 40	 64	 45	 68	 51
 24	  3	 38	  5	 46	  9	 57	 12	 63	 18	 71	 23	 74	 31	 79	 37	 82	 44	 83	 53
 34	  1	 45	  1	 55	  3	 62	 10	 67	 15	 71	 21	 74	 29	 82	 36	 83	 45	 88	 51
 41	  0	 55	  3	 63	  9	 68	 15	 77	 17	 83	 23	 87	 30	 92	 37	 97	 44	100	 51
 26	  0	 36	  3	 48	  5	 58	  9	 64	 13	 72	 18	 80	 23	 82	 31	 88	 35	 90	 43
 26	  0	 36	  4	 46	  7	 52	 13	 61	 16	 68	 20	 73	 25	 76	 33	 79	 40	 82	 48
 20	  2	 28	  6	 30	 15	 35	 20	 46	 23	 51	 29	 55	 36	 60	 42	 61	 51	 62	 60
 22	  1	 29	  5	 39	 10	 50	 12	 53	 19	 59	 23	 66	 27	 67	 36	 73	 41	 77	 48
 28	  1	 39	  3	 47	  9	 61	 12	 68	 17	 72	 23	 77	 29	 84	 34	 86	 43	 91	 49
 32	  2	 41	  5	 46	 11	 51	 17	 54	 24	 58	 31	 60	 39	 66	 45	 69	 53	 73	 59
 25	  2	 34	  7	 43	 11	 51	 16	 54	 23	 61	 29	 66	 35	 68	 43	 72	 50	 74	 58
 35	  0	 48	  4	 55	  8	 58	 15	 67	 19	 71	 25	 76	 31	 80	 38	 85	 43	 89	 49
 38	  0	 47	  4	 58	  7	 65	 12	 68	 19	 74	 25	 77	 32	 82	 39	 88	 43	 88	 53
 21	  3	 28	  8	 35	 13	 46	 14	 50	 20	 53	 27	 59	 32	 61	 40	 66	 47	 72	 52
 29	  1	 39	  4	 48	  8	 53	 14	 59	 19	 64	 25	 66	 33	 68	 41	 70	 50	 76	 56
 31	  0	 39	  5	 48	  8	 51	 15	 55	 22	 59	 30	 66	 34	 69	 42	 74	 48	 76	 56
 24	  1	 30	  7	 42	 10	 46	 16	 51	 22	 52	 31	 57	 36	 62	 42	 67	 48	 72	 54
 26	  2	 43	  5	 53	  7	 61	 11	 69	 14	 71	 22	 76	 28	 84	 31	 90	 36	 90	 46
 22	  0	 34	  4	 41	 10	 49	 13	 51	 21	 59	 25	 65	 29	 69	 35	 73	 42	 78	 49
 21	  3	 30	  8	 41	 11	 47	 16	 53	 22	 56	 30	 61	 37	 65	 44	 68	 51	 68	 61
 25	  0	 37	  4	 47	  5	 64	  7	 71	 12	 73	 20	 76	 27	 82	 33	 88	 38	 93	 44
 34	  0	 42	  5	 49	  9	 58	 12	 61	 19	 65	 25	 69	 32	 76	 38	 79	 45	 84	 51
 25	  1	 32	  5	 42	  7	 50	 11	 54	 18	 61	 24	 67	 29	 71	 35	 78	 40	 86	 45
 28	  2	 38	  5	 48	  8	 54	 15	 60	 20	 64	 27	 66	 35	 74	 38	 81	 41	 87	 46
 29	  1	 38	  4	 44	  9	 52	 13	 59	 18	 64	 25	 72	 30	 75	 37	 78	 44	 82	 50
 23	  0	 41	  2	 51	  4	 58	  7	 60	 15	 63	 22	 67	 28	 71	 35	 77	 41	 82	 46
 28	  2	 35	  8	 39	 14	 45	 21	 54	 24	 58	 31	 61	 38	 64	 46	 70	 53	 76	 59
 30	  0	 39	  5	 49	  8	 56	 13	 62	 20	 66	 26	 74	 30	 77	 37	 78	 46	 81	 53
 31	  1	 44	  4	 48	 10	 54	 15	 64	 20	 67	 27	 75	 32	 80	 38	 83	 45	 88	 52
 34	  0	 50	  1	 57	  5	 67	 10	 74	 16	 80	 21	 85	 26	 90	 32	 97	 36	102	 42
 37	  0	 47	  5	 54	 12	 60	 18	 64	 24	 68	 31	 71	 38	 73	 46	 80	 52	 84	 58
 18	  3	 31	  5	 39	  8	 54	 10	 61	 16	 65	 23	 69	 30	 73	 36	 76	 43	 81	 50
 30	  0	 47	  2	 58	  4	 60	 12	 64	 18	 66	 26	 69	 33	 70	 42	 72	 50	 73	 59
 35	  0	 42	  5	 51	  9	 57	 14	 65	 18	 70	 23	 74	 31	 76	 39	 80	 46	 83	 53
 34	  2	 41	  7	 52	 11	 62	 14	 73	 17	 77	 23	 80	 30	 83	 38	 91	 44	 97	 50
 32	  2	 42	  6	 49	 10	 57	 13	 61	 20	 67	 24	 71	 31	 74	 38	 75	 47	 78	 54
 20	  1	 38	  1	 48	  3	 50	 11	 59	 14	 63	 21	 70	 26	 73	 33	 75	 41	 76	 50
 34	  2	 41	  7	 49	 11	 61	 15	 70	 20	 76	 25	 79	 33	 83	 40	 87	 46	 88	 55
 30	  1	 47	  2	 51	  9	 56	 15	 64	 19	 68	 25	 75	 29	 79	 35	 83	 42	 85	 50
 22	  3	 31	  6	 34	 13	 37	 20	 42	 25	 47	 31	 59	 35	 64	 40	 69	 46	 73	 52
 30	  0	 40	  2	 49	  7	 52	 14	 60	 17	 65	 23	 72	 27	 77	 33	 80	 40	 84	 47
 31	  0	 39	  4	 46	  9	 56	 12	 64	 17	 68	 24	 74	 29	 83	 33	 85	 41	 87	 49
 24	  0	 33	  3	 41	  6	 44	 14	 55	 19	 60	 26	 63	 34	 66	 42	 72	 48	 78	 53
 43	  0	 51	  5	 57	 11	 63	 18	 67	 24	 73	 29	 75	 37	 80	 43	 83	 51	 84	 60
 23	  0	 30	  5	 40	 10	 51	 13	 59	 17	 64	 22	 71	 25	 75	 31	 79	 38	 82	 46
 27	  2	 43	  3	 49	 10	 58	 13	 61	 20	 68	 24	 71	 31	 75	 38	 79	 44	 84	 51
 25	  1	 37	  4	 46	  7	 56	 12	 64	 17	 68	 23	 76	 27	 83	 33	 89	 37	 91	 45
 27	  0	 39	  3	 47	  6	 53	 12	 62	 16	 67	 23	 74	 27	 79	 33	 80	 42	 82	 50
 26	  2	 42	  3	 48	  9	 53	 15	 56	 23	 59	 30	 66	 35	 73	 40	 77	 46	 79	 54
 25	  2	 38	  5	 46	  8	 54	 12	 60	 16	 63	 23	 65	 31	 71	 37	 75	 43	 77	 51
 30	  0	 48	  2	 58	  5	 63	 10	 69	 14	 74	 19	 78	 26	 80	 34	 87	 38	 91	 45
 24	  1	 36	  5	 41	 10	 47	 15	 52	 22	 58	 28	 69	 31	 75	 36	 78	 43	 81	 50
 31	  0	 45	  1	 57	  5	 60	 13	 65	 19	 70	 24	 77	 28	 82	 35	 85	 42	 91	 48
 25	  1	 43	  2	 49	  7	 59	 11	 63	 17	 70	 21	 75	 26	 78	 34	 83	 39	 88	 44
 24	  3	 36	  5	 47	  7	 54	 13	 56	 21	 58	 29	 62	 36	 69	 42	 72	 49	 77	 55
 30	  1	 34	  7	 40	 12	 52	 15	 58	 20	 61	 28	 66	 33	 73	 38	 78	 45	 82	 52
 24	  3	 39	  4	 45	  9	 56	 11	 64	 15	 68	 21	 78	 25	 82	 32	 84	 40	 89	 46
 32	  1	 40	  5	 45	 10	 49	 16	 53	 22	 58	 27	 63	 33	 67	 39	 70	 46	 73	 53
 20	  1	 28	  6	 39	 10	 49	 14	 51	 22	 54	 29	 58	 36	 63	 42	 67	 48	 70	 55
 22	  2	 35	  3	 42	  7	 45	 15	 50	 21	 59	 23	 63	 30	 68	 36	 71	 43	 76	 49
 32	  0	 50	  3	 58	  7	 62	 14	 69	 18	 75	 24	 81	 29	 83	 37	 85	 45	 85	 55
 28	  1	 39	  5	 47	 10	 50	 17	 56	 22	 60	 29	 62	 37	 65	 44	 72	 50	 77	 55
 38	  1	 53	  3	 70	  4	 74	 11	 77	 18	 82	 24	 86	 30	 88	 38	 90	 46	 91	 55
 34	  0	 44	  4	 54	  6	 61	 10	 65	 17	 72	 22	 76	 28	 78	 36	 81	 43	 86	 48
 34	  0	 45	  4	 55	  7	 62	 12	 67	 18	 70	 25	 74	 32	 77	 39	 83	 44	 87	 50
 35	  1	 48	  4	 58	  7	 63	 13	 66	 20	 71	 26	 73	 34	 80	 40	 88	 44	 91	 52
 27	  1	 33	  6	 40	 13	 48	 18	 56	 23	 59	 30	 64	 36	 68	 42	 71	 49	 74	 56
 30	  0	 47	  3	 52	 11	 56	 18	 59	 25	 65	 31	 69	 38	 70	 47	 75	 52	 80	 57
 24	  1	 38	  3	 48	  6	 62	  8	 63	 17	 65	 25	 71	 30	 75	 36	 82	 41	 84	 49
 24	  1	 35	  3	 41	  8	 46	 14	 52	 20	 60	 25	 61	 34	 68	 40	 72	 47	 79	 50
 30	  1	 36	  7	 41	 12	 49	 17	 52	 25	 55	 32	 60	 38	 67	 41	 72	 47	 74	 55
 14	  3	 30	  5	 37	 10	 41	 16	 46	 21	 48	 29	 51	 37	 57	 42	 60	 50	 63	 57
 21	  1	 27	  6	 35	 11	 44	 17	 53	 21	 59	 26	 62	 33	 68	 38	 71	 45	 73	 53
 27	  0	 37	  3	 51	  7	 59	 10	 70	 13	 73	 20	 76	 27	 79	 34	 81	 42	 83	 50
 33	  3	 41	  7	 44	 16	 49	 22	 52	 29	 54	 37	 56	 45	 60	 52	 63	 59	 70	 65
 32	  0	 41	  4	 48	 10	 58	 14	 65	 17	 68	 24	 75	 29	 82	 34	 86	 40	 90	 46
 33	  1	 42	  4	 55	  9	 63	 13	 69	 18	 79	 21	 82	 29	 90	 33	 93	 41	 94	 50
 28	  0	 41	  2	 51	  4	 56	 10	 57	 19	 63	 25	 64	 34	 66	 42	 71	 47	 73	 55
 23	  3	 33	  7	 42	 12	 46	 18	 51	 25	 60	 30	 63	 38	 68	 44	 71	 51	 76	 58
 32	  0	 39	  5	 47	  9	 59	 12	 63	 18	 67	 24	 69	 32	 74	 38	 74	 48	 76	 56
 28	  1	 36	  5	 42	 10	 48	 17	 57	 22	 64	 26	 66	 34	 71	 40	 71	 50	 76	 56
 28	  0	 36	  5	 43	  9	 48	 15	 57	 17	 60	 25	 62	 33	 66	 40	 69	 47	 69	 57
 22	  3	 34	  7	 45	 10	 50	 16	 59	 21	 64	 28	 68	 34	 73	 41	 77	 47	 83	 54
 29	  1	 45	  4	 54	  8	 62	 12	 64	 21	 69	 27	 76	 33	 81	 38	 83	 46	 89	 50
 39	  1	 50	  4	 56	  9	 61	 15	 67	 20	 70	 28	 79	 33	 83	 40	 87	 46	 91	 53
 28	  0	 38	  1	 43	  7	 54	  9	 58	 15	 61	 22	 68	 27	 68	 37	 70	 45	 73	 53
 39	  1	 50	  5	 57	  9	 64	 15	 70	 20	 74	 26	 81	 31	 85	 37	 87	 45	 89	 54
 26	  2	 36	  6	 42	 11	 46	 17	 57	 21	 68	 26	 76	 30	 79	 37	 82	 45	 84	 53
 26	  1	 40	  4	 50	  8	 56	 14	 64	 20	 72	 25	 79	 32	 80	 41	 82	 49	 86	 55
 32	  0	 40	  3	 48	  7	 54	 12	 58	 19	 64	 24	 68	 31	 69	 40	 72	 47	 75	 54
 24	  2	 35	  5	 46	 10	 55	 14	 59	 20	 63	 26	 67	 32	 69	 40	 72	 47	 76	 54
 32	  0	 43	  4	 51	  8	 55	 15	 59	 21	 63	 27	 64	 36	 68	 43	 71	 51	 77	 56
 35	  1	 47	  3	 56	  8	 60	 14	 67	 19	 71	 26	 75	 32	 78	 39	 83	 45	 88	 51
 29	  1	 39	  5	 47	 10	 53	 16	 59	 22	 67	 26	 71	 33	 75	 39	 80	 44	 81	 53
 28	  2	 36	  6	 45	 10	 51	 16	 57	 21	 62	 27	 65	 34	 70	 40	 75	 47	 80	 53
 36	  2	 42	  7	 48	 11	 55	 14	 60	 19	 65	 25	 67	 33	 72	 39	 73	 48	 76	 56
 44	  1	 54	  5	 59	 12	 65	 17	 77	 18	 87	 22	 91	 28	101	 30	105	 36	108	 44
 32	  1	 41	  6	 47	 12	 54	 18	 62	 22	 68	 26	 76	 31	 80	 37	 84	 43	 85	 52
 29	  0	 33	  6	 40	 11	 46	 16	 51	 22	 60	 26	 66	 30	 69	 38	 73	 44	 78	 50
 23	  1	 32	  5	 43	  8	 53	 11	 58	 17	 63	 24	 72	 26	 73	 35	 80	 40	 86	 45
 27	  2	 42	  2	 48	  7	 53	 12	 60	 17	 63	 25	 67	 31	 69	 39	 73	 45	 78	 50
 32	  1	 39	  6	 45	 10	 54	 14	 59	 21	 63	 29	 67	 36	 73	 43	 77	 50	 78	 59
 25	  1	 41	  3	 50	  8	 59	 14	 66	 19	 72	 24	 78	 30	 86	 35	 91	 41	 94	 48
 32	  0	 48	  2	 56	  7	 63	 12	 70	 17	 75	 24	 78	 32	 84	 37	 90	 42	 95	 48
 42	  1	 60	  1	 72	  4	 78	 10	 88	 14	 91	 21	 94	 28	 96	 36	 99	 43	104	 48
 26	  0	 37	  2	 44	  8	 53	 13	 64	 16	 69	 22	 74	 27	 78	 34	 79	 43	 82	 51
 29	  0	 39	  4	 49	  8	 57	 13	 61	 20	 67	 25	 71	 31	 74	 38	 77	 45	 80	 52
 33	  1	 42	  6	 51	  8	 57	 13	 65	 17	 71	 22	 76	 28	 82	 32	 86	 38	 91	 44
 37	  0	 52	  3	 62	  6	 69	 10	 75	 15	 84	 18	 90	 24	 92	 32	 96	 39	 99	 47
 27	  0	 37	  4	 43	 10	 51	 15	 58	 20	 64	 25	 69	 31	 75	 36	 77	 44	 80	 51
 32	  0	 41	  7	 48	 13	 54	 18	 58	 25	 68	 28	 73	 33	 78	 38	 79	 47	 83	 53
 27	  0	 38	  3	 48	  6	 55	 10	 60	 16	 67	 21	 75	 25	 80	 30	 83	 37	 84	 46
 23	  1	 37	  2	 49	  5	 56	  8	 65	 12	 74	 17	 77	 24	 82	 29	 84	 37	 92	 39
 25	  2	 30	  9	 39	 15	 44	 22	 51	 26	 57	 31	 59	 39	 63	 46	 66	 54	 70	 61
 26	  3	 39	  5	 43	 12	 48	 17	 55	 21	 60	 27	 63	 35	 67	 41	 73	 45	 77	 51
 30	  2	 41	  5	 45	 11	 52	 15	 58	 21	 66	 25	 73	 29	 76	 36	 80	 42	 81	 51
 27	  3	 38	  7	 43	 14	 46	 21	 55	 24	 57	 32	 61	 38	 63	 46	 68	 53	 75	 58
 35	  1	 44	  6	 56	  9	 63	 14	 66	 22	 67	 31	 71	 38	 74	 45	 79	 52	 85	 57
 26	  1	 32	  6	 42	  9	 47	 14	 53	 19	 60	 23	 64	 30	 67	 37	 71	 43	 75	 49
 31	  0	 38	  5	 45	  9	 53	 13	 60	 18	 69	 20	 72	 27	 74	 35	 76	 43	 78	 51
 29	  2	 37	  7	 50	  9	 55	 15	 62	 20	 67	 26	 73	 32	 77	 38	 82	 44	 84	 52
 33	  1	 50	  3	 57	  8	 65	 13	 69	 20	 73	 26	 80	 31	 87	 37	 91	 43	 91	 53
 24	  2	 38	  4	 46	  9	 54	 14	 61	 18	 65	 25	 69	 31	 77	 35	 81	 41	 88	 47
 33	  1	 43	  4	 52	  9	 60	 14	 65	 21	 74	 25	 80	 31	 86	 37	 93	 41	 96	 49
 28	  1	 41	  3	 48	  8	 57	 12	 60	 20	 63	 28	 69	 33	 72	 40	 72	 50	 75	 58
 31	  0	 42	  4	 53	  7	 57	 14	 62	 19	 66	 27	 72	 32	 75	 39	 78	 46	 82	 53
 29	  2	 38	  5	 46	 10	 55	 15	 62	 21	 65	 28	 68	 35	 73	 41	 76	 48	 82	 54
 26	  2	 37	  4	 43	  9	 53	 11	 63	 14	 67	 20	 73	 26	 78	 33	 81	 40	 85	 47
 18	  1	 30	  2	 39	  6	 45	 12	 50	 18	 54	 25	 58	 32	 62	 38	 67	 43	 76	 47
 31	  2	 46	  3	 65	  3	 70	 10	 78	 14	 83	 19	 87	 26	 96	 29	100	 36	101	 45
 35	  0	 41	  5	 53	  8	 62	 13	 67	 19	 70	 26	 77	 32	 82	 38	 88	 43	 89	 52
 23	  0	 35	  2	 42	  8	 49	 13	 56	 18	 62	 23	 63	 32	 69	 37	 73	 44	 77	 50
 23	  2	 36	  3	 45	  7	 52	 13	 59	 19	 68	 22	 74	 27	 80	 32	 82	 40	 86	 46
 24	  0	 34	  3	 38	 10	 43	 16	 46	 23	 54	 27	 58	 34	 63	 41	 69	 46	 77	 50
 21	  2	 29	  6	 38	 11	 49	 15	 57	 19	 65	 23	 76	 26	 81	 32	 83	 40	 86	 48
 24	  1	 33	  6	 41	 10	 44	 18	 54	 23	 56	 31	 65	 34	 72	 39	 79	 42	 82	 50
 32	  3	 46	  5	 56	  9	 62	 14	 67	 20	 72	 25	 78	 31	 83	 37	 88	 42	 93	 47
 29	  1	 42	  5	 56	  6	 60	 14	 65	 20	 72	 25	 75	 32	 77	 41	 80	 48	 83	 55
 32	  1	 46	  2	 56	  4	 67	  7	 75	 11	 76	 20	 79	 27	 81	 35	 83	 43	 86	 51
 27	  2	 39	  5	 49	  8	 57	 12	 68	 15	 74	 21	 78	 27	 81	 34	 86	 40	 88	 48
 28	  0	 39	  4	 42	 11	 49	 15	 54	 21	 59	 28	 63	 34	 67	 40	 74	 46	 76	 54
 26	  1	 40	  2	 44	  9	 50	 13	 58	 15	 62	 22	 68	 27	 73	 33	 75	 41	 80	 46
 33	  0	 48	  3	 55	  9	 59	 15	 62	 22	 66	 29	 75	 33	 77	 41	 82	 49	 88	 54
 32	  0	 46	  1	 56	  5	 67	  7	 70	 15	 76	 22	 78	 30	 83	 37	 87	 43	 88	 52
 23	  1	 42	  3	 55	  7	 62	 12	 65	 19	 69	 26	 77	 30	 81	 36	 88	 41	 92	 48
 17	  2	 29	  3	 41	  6	 47	 12	 52	 19	 60	 23	 67	 28	 69	 37	 73	 44	 75	 52
 29	  3	 39	  7	 46	 12	 54	 17	 59	 23	 59	 33	 60	 42	 68	 47	 69	 56	 74	 61
 26	  2	 38	  3	 50	  4	 52	 12	 55	 20	 61	 25	 68	 30	 77	 34	 81	 41	 84	 48
 21	  5	 35	  8	 41	 14	 45	 20	 53	 24	 59	 30	 63	 37	 66	 45	 72	 49	 78	 54
 34	  0	 45	  4	 53	  7	 56	 15	 64	 20	 67	 28	 75	 32	 79	 40	 83	 47	 86	 54
 25	  2	 35	  5	 45	 10	 54	 16	 57	 24	 64	 29	 67	 37	 68	 46	 72	 53	 75	 61
 22	  2	 31	  6	 39	 11	 47	 15	 53	 21	 60	 26	 64	 32	 71	 36	 74	 44	 78	 50
 24	  1	 39	  3	 47	  9	 57	 11	 61	 18	 67	 23	 69	 31	 74	 36	 76	 44	 82	 50
 25	  0	 33	  6	 44	 10	 52	 13	 57	 19	 62	 24	 68	 29	 72	 36	 74	 44	 79	 51
 19	  2	 25	  8	 36	 12	 46	 16	 50	 22	 55	 28	 60	 34	 66	 40	 69	 47	 71	 55
 31	  0	 42	  4	 48	 10	 52	 16	 56	 23	 59	 30	 64	 36	 71	 41	 75	 47	 80	 53
 28	  2	 42	  4	 55	  6	 57	 14	 60	 21	 63	 28	 66	 35	 72	 40	 75	 47	 79	 53
 27	  4	 38	  7	 50	  9	 53	 16	 65	 19	 71	 24	 78	 29	 89	 33	 92	 40	 95	 48
 22	  1	 31	  4	 36	 10	 44	 15	 51	 18	 57	 22	 59	 30	 63	 38	 70	 45	 73	 53
 30	  0	 40	  2	 48	  7	 50	 15	 53	 24	 56	 31	 64	 36	 68	 43	 74	 49	 74	 59
 28	  2	 36	  7	 44	 11	 57	 15	 63	 21	 67	 27	 71	 33	 74	 40	 77	 47	 77	 57
 23	  1	 36	  3	 40	 10	 45	 16	 50	 23	 54	 29	 57	 36	 61	 43	 64	 50	 67	 57
 26	  3	 43	  4	 50	  9	 56	 14	 61	 21	 69	 27	 73	 33	 76	 40	 78	 48	 85	 54
